ArticleID,Keywords
34332587, Bibliometric  Emerging trends  Gastrointestinal microbiome  Human  Research focus  Scopus  Visualized study.       
34332588, Cystic fibrosis  Disparities  Health outcomes  Rare disease.       
34332592, Inpatient rehabilitation  Psychometric properties  Quality of life  Short-form Stroke Impact Scale  Stroke.       
34332595, Center of mass  Center of pressure  Dynamic balancing response  Ground reaction force  In-stance strategy  Perturbed walking  Stepping strategy  Unilateral transtibial amputation.       
34332598, Prognosis  Rosai–Dorfman disease  Surgery  Thymus.       
34332599, Adipocyte enhancer binding protein 1  Diabetic kidney disease  Gene expression profiling  Plasma-derived extracellular vesicles.       
34332601, 
34332603, 
34332605, 
34332609, 
34332613, 
34332615, 
34332616, 
34332617, 
34332620, 
34332622, 
34332623, 
34332626, 
34332628, 
34332629, 
34332630, 
34332632, 
34332635, 
34332660, 
34332661, 
34332662, 
34332663, 
34332664, 
34332665, 
34332638, 
34332640, 
34332642, 
34332643, 
34332652, 
34332501, 
34332504, 
34332783, 
34338337, 
34338410, 
34338452, 
34338472, 
34338473, 
34338474, 
34338475, 
34338476, 
34338477, 
34338479, 
34338502, 
34338504, 
34338513, 
34338518, 
34338542, 
34338543, 
34338544, 
34338545, 
34338549, 
34338663, 
34338664, 
34338665, 
34338666, 
34338667, 
34338668, 
34338669, 
34338670, 
34338671, 
34338672, 
34338673, 
34338674, 
34338675, 
34338676, 
34338677, 
34338678, 
34338679, 
34338680, 
34338681, 
34338682, 
34338699, 
34338617, 
34345168, 
34345170, 
34345172, 
34345206, 
34345219, 
34345228, cancer  cardiovascular diseases  chronic diseases  chronic respiratory diseases  diabetes  personal health record.       
34349753, hypoxia  immune response  immune-escape  somatic copy number alterations  tumor immune microenvironment.       
34349755, allograft rejection  hepatocellular carcinoma  liver transplant  neoadjuvant immunotherapy  programmed cell death 1 (PD-1) inhibitor.       
34349756, COVID-19  SARS-CoV-2  T-cells  cellular immunity  human leukocyte antigens.       
34349807, 
34349850, 
34350061, CTLA-4 inhibitor  Immune checkpoint inhibitors  PD-1/PD-L1 inhibitor  immunotherapy  overall survival  progression-free survival  proton pump inhibitor.       
34351858, 
34351859, 
34351870, 
34351884, 
34351888, 
34351892, 
34351913, 
34351914, 
34351915, 
34351916, 
34351917, 
34351918, 
34351919, 
34351920, 
34351921, 
34351922, 
34351924, 
34351925, 
34351926, 
34351927, 
34351928, 
34351929, 
34351930, 
34351931, 
34351932, 
34351933, 
34351934, 
34351935, 
34351936, 
34351937, 
34351938, 
34351939, 
34351940, 
34351941, 
34351942, 
34351943, 
34351944, 
34351945, 
34351946, 
34351947, 
34351948, 
34351949, 
34351950, 
34351951, 
34351952, 
34351953, 
34351954, 
34351955, 
34351956, 
34351957, 
34351958, 
34351959, 
34351960, 
34351961, 
34351962, 
34351963, 
34351964, 
34351966, 
34351967, 
34351968, 
34351969, 
34351970, 
34351971, 
34351972, 
34351973, 
34351974, 
34351975, 
34351978, 
34351980, 
34351981, 
34351983, 
34351984, 
34351985, 
34351987, 
34351988, 
34351990, 
34351991, 
34351992, 
34351994, 
34351996, 
34351998, 
34352001, 
34352002, 
34352008, 
34352012, 
34352013, 
34352016, 
34352033, 
34361543, 
34361546, 
34361551, 
34361554, 
34361556, 
34361561, 
34361562, 
34361564, 
34361572, 
34361575, 
34361577, 
34361579, 
34361586, 
34361589, 
34361598, 
34361602, 
34361607, 
34361610, 
34361615, 
34361616, 
34361624, 
34361634, 
34361636, 
34361639, 
34361640, 
34361642, 
34361644, 
34361653, 
34361654, 
34361657, 
34361660, 
34361663, 
34361671, 
34361673, 
34361675, 
34361678, 
34361679, 
34361682, 
34361685, 
34361688, 
34361690, 
34361694, 
34361703, 
34361707, 
34361715, 
34361717, 
34361718, 
34361720, 
34361723, 
34361725, 
34361727, 
34361731, 
34361733, 
34361735, 
34361740, 
34361743, 
34361748, 
34361753, 
34361755, 
34361757, 
34361761, 
34361762, 
34361765, 
34361770, 
34361774, 
34361778, 
34361780, 
34361782, 
34351911, 
34352103, 
34352160, 
34366221, end-to-end  grafting  neurolysis  neurorrhaphy.       
34366295, Algorithm  Algoritmo  Debilidad adquirida en la UCI  Early mobilisation  Intensive care unit  Movilizaci?n temprana  Unidad de cuidados intensivos  Weakness acquired in the ICU.       
34366299, Post-SSRI sexual dysfunction  adverse effects  drug side effects  selective serotonin reuptake inhibitors  sexual dysfunction.       
34366300, Botulinum toxin A  efficacy  evidence  safety  spasticity.       
34366306, M-health  cardiometabolic risk  cognition  musculoskeletal discomfort  office workers  physical activity  work productivity  worksite education.       
34366307, Coffee consumption  psychological wellbeing  workers.       
34366308, 
34366309, 
34366310, 
34366311, 
34366312, 
34366313, 
34366330, 
34366334, 
34366365, 
34366384, 
34366287, 
34366422, 
34366604, 
34366605, 
34366606, 
34366607, 
34366608, 
34366609, 
34366610, 
34366611, 
34366613, 
34366614, 
34374095, 
34374138, 
34374184, 
34374286, 
34374283, 
34374332, 
34374406, 
34374411, 
34374412, 
34374421, 
34380310, 
34380316, 
34380319, 
34380600, 
34386894, 
34386988, 
34387025, 
34387051, 
34387054, 
34387072, 
34387074, 
34387077, 
34387090, 
34387094, 
34387096, 
34387116, 
34387119, 
34387124, 
34387125, 
34387101, 
34387130, 
34387132, Medicare  healthcare policy  inpatient rehabilitation facility  intracerebral hemorrhage  outcome  rehabilitation  skilled nursing facility.       
34387191, PLIN  cell biology  developmental biology  lipid droplet  perilipin  zebrafish.       
34387213, 
34387219, 
34387233, 
34387235, 
34387236, 
34393134, 
34393135, 
34393136, 
34393137, 
34393154, 
34393155, 
34393156, 
34393076, 
34393192, 
34393217, 
34393218, 
34398669, 
34398754, 
34398755, 
34398757, 
34398758, 
34398759, 
34398791, 
34398796, 
34398800, 
34398801, 
34398818, 
34398827, 
34398828, 
34398829, 
34398869, 
34398871, 
34398875, 
34398876, 
34398877, 
34398878, 
34398879, 
34398887, 
34398893, 
34398896, 
34398898, 
34398899, 
34398900, 
34398916, 
34398952, 
34398953, 
34398954, 
34398955, 
34398956, 
34398957, 
34398958, 
34398965, 
34398971, 
34398972, 
34398974, 
34398938, 
34403844, 
34403846, 
34403859, 
34403867, 
34403913, 
34403916, 
34403918, 
34403921, 
34403922, 
34403943, 
34403948, 
34403950, 
34403954, Carotid artery stenting  Carotid endarterectomy  Carotid occlusive disease  Mechanical thrombectomy  Nationwide readmissions database.       
34403995, Astringency  Keemun black tea  P-coumaroylquinic acids  Threshold concentration  Turbidity.       
34403997, Adsorption  Biological activities  Desorption  Jujube peel flavonoids  Macroporous resin  Ultrasound.       
34403998, Function  Gel strength  Molecular characteristics  Pickering emulsion  Silver carp fin gelatin.       
34403999, Antimicrobial activity  Fish spoilage bacteria  Food-borne pathogens  Laurel essential oil  Nanoemulsion.       
34404001, 
34404002, Allergen release  Allergenicity  High hydrostatic pressure  Intermolecular forces  Wheat gluten.       
34404003, Acrylamide  Chemometric data analysis  Kurtosis minimization  Mineral characterization  Non-centrifugal cane sugar  Unrefined sugar composition.       
34404016, 
34404017, 
34404035, 
34404043, 
34404111, 
34404215, 
34404216, 
34404217, 
34404218, 
34404219, 
34404220, 
34404221, 
34404222, 
34404256, 
34404266, 
34404267, 
34404205, 
34410833, 
34410936, 
34410937, 
34410938, 
34410939, 
34410940, 
34410942, 
34410943, 
34410944, 
34410945, 
34410946, 
34410947, 
34410948, 
34410950, 
34410951, 
34410953, 
34410954, 
34410956, 
34410957, 
34410958, 
34410959, 
34410960, 
34410962, 
34410963, 
34410964, 
34410965, 
34410966, 
34410967, 
34410968, 
34410969, 
34410970, 
34410971, 
34410972, 
34410973, 
34410974, 
34410975, 
34410976, 
34410977, 
34410978, 
34410979, 
34410980, 
34410981, 
34410982, 
34410983, Breast cancer  chemotherapy  immune cells  lymphocytes  radiotherapy.       
34410984, Prostate cancer  lymphocele  pelvic drain  pelvic lymph node dissection  robot-assisted radical prostatectomy.       
34410985, Nasopharyngeal carcinoma  claim data  mental disorder  quality of life  radiation therapy.       
34410986, Biliary tract cancer  chemotherapy  sarcopenia.       
34410987, Gastric cancer  complications  elderly patients  gastrectomy.       
34410988, COVID-19  S100b levels  pneumonia.       
34410989, Advanced gastric cancer  conversion treatment  second line treatment  unresectable metastases.       
34410990, Rectal cancer  anal fistula  recurrence.       
34410991, 
34410992, 
34410993, 
34410994, 
34410995, 
34410996, 
34410997, 
34410998, 
34411000, 
34410836, 
34410889, 
34410906, 
34411035, 
34410924, 
34410925, 
34410926, 
34411047, 
34411107, 
34411108, 
34411109, 
34411110, 
34411111, 
34411112, 
34411113, 
34411114, 
34411115, 
34411116, 
34411117, 
34411118, 
34411119, 
34411120, 
34411122, 
34411123, 
34411124, 
34411127, 
34411128, 
34411130, 
34411131, 
34411132, 
34411133, 
34411135, 
34411136, 
34411137, 
34411138, 
34411142, 
34411144, 
34411145, 
34411149, 
34421026, 
34421027, 
34421028, 
34421029, 
34421030, 
34421031, 
34421032, 
34421033, 
34421034, 
34421035, 
34421036, 
34421037, 
34421038, 
34421039, 
34421040, 
34421041, 
34421042, 
34421043, 
34421044, 
34421045, 
34421046, 
34421047, 
34421048, 
34421049, 
34421050, 
34421051, 
34421052, 
34421062, 
34411054, 
34411015, 
34411074, 
34411075, 
34411078, 
34411098, 
34421095, 
34421115, 
34421298, 
34424511, 
34424512, 
34424513, 
34424514, 
34424515, 
34424516, 
34424518, 
34424520, 
34424521, 
34424522, 
34424523, 
34424524, 
34424525, 
34424526, 
34424527, 
34424546, 
34424579, 
34411104, 
34424616, 
34424749, 
34424753, 
34424783, 
34424792, 
34424840, 
34424841, 
34424842, 
34424865, 
34424891, 
34424897, 
34424899, 
34424900, 
34424902, 
34424911, 
34424913, 
34424918, 
34424929, 
34424932, 
34424933, 
34432394, ProTaper Next  WaveOne  deciduous molars  reciprocating system  rotary system.       
34432402, 
34432403, 
34432408, 
34432415, aggregation-induced emission  fluorescent probes  mitochondrial imaging  photodynamic therapy  sulfur-substituted coumarin.       
34432419, 
34432430, 
34432508, 
34432509, 
34432444, 
34432555, 
34432557, 
34432560, 
34432565, 
34432602, 
34432609, 
34432643, 
34432645, 
34432651, 
34432673, 
34432674, 
34432727, 
34432730, 
34432770, 
34432771, 
34432788, 
34432791, 
34432792, 
34432793, 
34432797, 
34432798, 
34432799, 
34432806, 
34432807, 
34432808, 
34432809, 
34432810, 
34432812, 
34432813, 
34432814, 
34432816, 
34432817, 
34432818, 
34432819, 
34432821, 
34432804, 
34448341, 
34448388, 
34448424, 
34448451, 
34448455, 
34448481, 
34448482, 
34448483, 
34448485, 
34448486, 
34448487, 
34452605, 
34452606, 
34452607, 
34452608, 
34452609, 
34452610, 
34452611, 
34452612, 
34452616, 
34452619, 
34452624, 
34452631, 
34452632, 
34452634, 
34452635, 
34452637, 
34452641, 
34452643, 
34452644, 
34452647, 
34452684, 
34452685, 
34452686, 
34452687, 
34452688, 
34452689, 
34452690, 
34452691, 
34452692, 
34452693, Bisphenol  Diabetes  Endocrine disruptor  Endocrine-disrupting chemical  Glucose  Insulin  Pesticide  Phthalate  Pollution  Polychlorinated biphenyl.       
34452694, Adipogenesis  Adipose tissue  Emerging obesogens  Endocrine disrupting chemicals  Food additives.       
34452695, Aluminum  Bisphenol A  Breast cancer  Endocrine disruptor  Estrogen receptor  Hallmarks  MCF-7 cells  Metastasis  Organochlorine  Parabens  Personal care products  Pesticides  Phthalates  Triclosan  UV filters.       
34452696, Endocrine disrupting chemicals (EDCs)  Prostate cancer  Testicular cancer.       
34452697, BPA  Behavior  DNA methylation  Endocrine-disrupting chemicals (EDCs)  Epigenetics  Histones  Hypothalamus  PCBs  Sexual differentiation.       
34448557, 
34448560, 
34448569, BDNF  Tetrahydropalmatine  TrkB  calmodulin  methamphetamine  neurotoxicity.       
34452773, Intravenous immunoglobulin therapy  Kawasaki disease  Measles vaccine  Mumps vaccine  Rubella vaccine  Varicella vaccine.       
34452774, 
34452775, 
34452840, 
34452956, 
34452957, 
34452958, 
34452959, 
34452960, 
34452961, 
34452962, 
34452963, 
34452964, 
34452965, 
34452966, 
34452967, 
34452968, 
34452969, 
34452970, 
34452971, 
34452972, 
34460939, 
34460988, 
34461016, 
34461020, 
34461040, 
34461048, 
34461069, 
34461104, 
34461106, 
34461108, 
34461161, 
34461162, 
34461169, 
34461170, 
34461171, 
34461196, 
34461197, 
34469638, 
34469639, 
34469666, 
34469668, 
34469672, 
34469674, 
34469675, 
34469684, 
34469689, 
34469751, 
34469752, 
34469763, 
34469765, 
34469767, 
34469854, 
34469885, 
34469893, 
34469901, 
34469902, 
34469923, 
34469936, 
34470050, 
34470052, 
34470046, 
34470047, 
34470078, 
34477357, 
34477465, 
34477509, 
34477583, 
34477584, 
34477585, 
34477586, 
34477587, 
34477588, 
34477596, 
34477597, 
34477598, 
34477714, 
34477718, 
34477721, 
34477726, 
34477730, 
34477734, 
34477735, 
34477739, 
34477741, 
34477743, 
34477746, 
34477752, 
34477753, 
34477756, 
34477758, 
34477769, 
34477775, 
34477780, 
34477784, 
34477789, 
34477795, 
34477799, 
34477635, 
34477641, 
34477649, 
34477650, 
34477654, 
34477658, 
34477665, 
34477666, 
34477364, 
34477377, 
34477813, 
34477814, 
34477815, 
34477816, 
34477817, 
34477818, 
34477819, 
34481920, 
34481999, 
34482000, 
34481937, 
34497428, 
34497430, 
34497431, 
34497432, 
34497433, 
34497434, 
34497435, 
34497436, 
34497437, 
34497438, Clinical trials  Crohn’s disease  Disease activity  Patient reported outcome measurement  Pediatric  Pediatric Crohn’s disease activity index.       
34497439, Cardiovascular risk  Carotid plaques  Endothelial dysfunction  Hepatitis B virus  Intima-media thickness  Subclinical atherosclerosis.       
34497440, Endoscopic imaging  Endoscopic mucosal resection  Endoscopic submucosal dissection  Endoscopy  Gastric cancer.       
34497442, Genomic  Metabolomic  Pancreatic ductal adenocarcinoma  Pancreatic adenocarcinoma  Proteomic.       
34497443, Chemotherapy  Hepatitis C virus  Hepatitis flare  Reactivation  Screening.       
34497444, Anastomosis  Anastomotic leak  Enhanced reality  Fluorescence  Ureter.       
34497445, Deglutition  Deglutition disorders  Esophageal motility disorders  Esophagitis  Gastroesophageal reflux  Systemic sclerosis.       
34497446, 
34497447, 
34497449, 
34497450, 
34497451, 
34497479, 
34497481, 
34497637, 
34497638, 
34497639, 
34497640, 
34497668, 
34497679, 
34497680, 
34497706, 
34482182, 
34503322, 
34503324, 
34503325, 
34506485, 
34506486, 
34506487, 
34506488, 
34506489, 
34506490, 
34506491, 
34506492, 
34506493, 
34506494, 
34506496, 
34506497, 
34506498, 
34506500, 
34506501, 
34506502, 
34506503, 
34506504, 
34506505, 
34506506, 
34506507, 
34506508, 
34506509, 
34506510, 
34506511, 
34506512, 
34506513, 
34506514, 
34506515, 
34506516, 
34506517, 
34506518, 
34506519, 
34506520, 
34506521, 
34506522, 
34506523, 
34506524, 
34506525, 
34506526, 
34506527, 
34506528, 
34506529, 
34506530, 
34506531, 
34506532, 
34506533, 
34506534, 
34506535, 
34506536, 
34506537, 
34506538, 
34506539, 
34506540, 
34506541, 
34506542, 
34506543, 
34506545, 
34506546, 
34506547, 
34506548, 
34506549, 
34506550, 
34506551, 
34506552, 
34506553, 
34506554, 
34506555, 
34506556, 
34506557, 
34506558, 
34506559, 
34506560, 
34506561, 
34506562, 
34506563, 
34506564, 
34506565, 
34506566, 
34506567, 
34506568, 
34506569, 
34506570, 
34506571, 
34506572, 
34506573, 
34506575, 
34506576, 
34506578, 
34506579, 
34506581, 
34506583, 
34506584, 
34506587, 
34506590, 
34506597, 
34506603, 
34506466, 
34506467, 
34506468, 
34506469, 
34506470, 
34506471, 
34506472, 
34506473, 
34506474, 
34506475, 
34506476, 
34506608, 
34506614, 
34506623, biological replicates  environmental factors  geographical region  oligophagous aphids  symbiont community.       
34506628, MACE  all-cause mortality  myocardial infarction  triglyceride-glucose index.       
34506757, Apoptosis  Endometrial cancer  FoxO1  Proliferation  SMC4.       
34506758, Proline catabolism  Proline dehydrogenase  Proline utilization A  Protein tunnels  X-ray crystallography.       
34506759, EP300/CBP  Focal segmental glomerulosclerosis  Notch3  Podocyte  cAMP-PKA.       
34506760, Connexin43  Connexins  EMT  Endothelial-mesenchymal transition  Epithelial-mesenchymal transition  Eye diseases  Gap junctions  Hemichannels  TGF-?.       
34506772, 
34506773, 
34506775, 
34511063, 
34511064, 
34511075, 
34511080, 
34511081, 
34511082, 
34511083, 
34506717, 
34511085, 
34511088, 
34511089, 
34511092, 
34511104, 
34511108, 
34511111, 
34511115, 
34511119, 
34511131, 
34511132, 
34511135, 
34511321, 
34520794, 
34520795, 
34520796, 
34511289, 
34511290, 
34511291, 
34520823, 
34520889, 
34520896, 
34520909, 
34520911, 
34520912, 
34520913, 
34520914, 
34520915, 
34520916, 
34520918, 
34520920, 
34520921, 
34520923, 
34520926, 
34520927, 
34520928, 
34520946, Anthropogenic noise  Decapods  Diel activity  Exploration behavior  Noise pollution.       
34520947, Freshwater  Macroinvertebrates  Mesocosms  Multiple stressors  Pesticides  Sulfoxaflor.       
34520951, Agriculture film  Carbendazim  Carbofuran  Density functional theory  Dissolved organic matter.       
34520973, Amino acid  Antioxidant activity  Bioactive compound  Functionality  Golden oyster mushroom  Lovastatin.       
34520974, Black currant  Metschnikowia fructicola  Metschnikowia pulcherrima  Saccharomyces  Torulaspora delbrueckii  odour  volatile composition.       
34520975, Bioactive metabolites  Dekkera  Functional microbiota  Koumiss  Lactobacillus  Mare’s Milk.       
34521001, Ecosystem services  Gradient  Landscape services  Rural landscape  Sustainable rural development  Trade-off and synergy.       
34521002, Land sparing  Land use  Meta-analysis  Resource use  Shrimp farming  Sustainability.       
34521004, Agri-food sludge  Compost  EEM  PARAFAC  Thermogravimetry.       
34521006, Biodiversity  Ecological succession  Insects  Management  Phragmites australis  Ramsar.       
34521008, Dynamic panel model  Government corruption  Market segmentation  Renewable energy technology innovation.       
34521009, 
34521011, 
34528888, 
34528889, 
34528890, 
34528891, 
34528895, 
34528896, 
34528897, 
34528901, 
34528902, 
34528903, 
34528904, 
34528905, 
34528906, 
34528907, 
34528908, 
34528909, 
34528910, 
34521088, 
34521104, 
34521110, 
34521116, 
34528946, 
34528949, 
34528951, 
34528953, 
34528964, 
34528967, 
34528993, 
34529024, 
34529043, 
34529143, 
34529148, 
34529161, 
34535580, 
34535585, 
34535600, 
34535623, 
34535625, 
34535631, 
34535637, 
34535641, 
34535643, 
34535644, 
34535646, 
34535649, 
34535650, 
34535651, 
34535653, 
34535655, 
34535656, 
34535658, 
34535659, 
34535661, 
34535662, 
34535663, 
34535666, 
34535675, 
34535684, 
34535687, 
34535689, 
34535690, 
34535691, 
34535692, 
34535693, 
34535694, 
34535695, 
34535697, 
34535699, 
34535701, 
34535702, 
34535703, 
34535704, 
34535705, 
34535706, 
34535707, 
34535708, 
34535711, 
34535713, 
34535716, 
34535718, 
34535719, 
34535720, 
34535721, 
34535722, 
34535723, 
34535725, 
34535726, 
34535727, 
34535729, 
34535730, 
34535731, 
34535732, 
34535733, 
34535735, 
34535738, 
34535743, 
34535746, 
34535748, 
34529190, 
34535525, 
34535526, 
34535527, 
34535529, 
34535530, 
34535531, 
34535533, 
34535535, 
34535536, 
34529291, 
34535850, 
34535824, 
34535825, 
34535837, 
34545279, 
34545281, 
34545283, 
34545284, 
34545326, 
34545328, 
34545329, 
34545330, 
34545384, 
34545400, 
34545401, 
34545403, 
34545404, 
34545424, 
34545434, 
34545436, 
34545452, 
34545453, 
34545480, 
34545509, 
34548106, 
34548108, 
34548109, 
34548110, 
34548111, 
34548112, 
34548292, 
34548294, 
34548295, 
34548296, 
34548297, 
34548298, 
34548300, 
34548301, 
34548302, 
34548303, 
34548305, 
34548312, 
34548331, 
34548341, 
34548342, diabetes  education & training (see medical education & training)  self management  sleep medicine.       
34548343, adult orthopaedics  hip  infection control  knee.       
34548344, epidemiology  mental health  public health.       
34548345, health policy  medical education & training  palliative care  public health.       
34548346, accident & emergency medicine  health services administration & management  qualitative research.       
34548347, adult intensive & critical care  neurosurgery  statistics & research methods  stroke.       
34548348, HIV and AIDS  international health services  public health.       
34548349, 
34548350, 
34548351, 
34548352, 
34548353, 
34548354, 
34548355, 
34548356, 
34548357, 
34548358, 
34548359, 
34548360, 
34548361, 
34548362, 
34548363, 
34548364, 
34548365, 
34548366, 
34548367, 
34548368, 
34548369, 
34548370, 
34548371, 
34548372, 
34548373, 
34556025, 
34556026, 
34556027, 
34556028, 
34556029, 
34556030, 
34556034, 
34556035, 
34556037, 
34556038, 
34556040, 
34556041, 
34556042, 
34556043, 
34556045, 
34556046, 
34556047, 
34556048, 
34556053, 
34556054, 
34556056, 
34556058, 
34556059, 
34556060, 
34556062, 
34556063, 
34556064, 
34556065, 
34556067, 
34556068, 
34556070, 
34556071, 
34556072, 
34556073, 
34556075, 
34556076, 
34556078, 
34556079, 
34556080, 
34556081, 
34556082, 
34556084, 
34556085, 
34556086, 
34556087, 
34556088, 
34556089, Alzheimer disease  Chronic periodontitis  Differentially expressed genes  Signaling pathway.       
34556092, ADHD  Birth weight  Cohort study  Hyperactivity  Inattention  Polygenic risk.       
34556093, ERK1/2  Fibrosis  Ligamentum Flavum hypertrophy  Phosphodiesterase  Rolipram  TGF-?1.       
34556097, Caries filling ratio  Children  China  DMFT  Permanent teeth  Prevalence.       
34556098, Documentation  Human-centred design  Inpatient  Newborn  Nursing care.       
34556099, Adolescent girls  Biomedical HIV prevention research  Ethics  Stakeholder engagement  Uganda.       
34556100, Surgery  cancer  endoscopic surgery  transitional cell carcinoma  urethra.       
34556103, Depression  Menopause  Oral health  Osteoporosis  Periodontitis  Questionnaire.       
34556104, 
34556105, 
34556107, 
34556111, 
34556112, 
34556116, 
34556118, 
34556119, 
34556120, 
34556121, 
34556125, 
34556129, 
34556130, 
34556132, 
34556133, 
34556135, 
34556139, 
34556140, 
34556143, 
34556146, 
34556148, 
34556153, 
34556154, 
34556156, 
34556158, 
34556160, 
34556161, 
34556163, 
34556166, 
34556167, 
34556169, 
34556170, 
34556171, 
34556172, 
34556179, 
34556183, 
34556184, 
34556185, 
34548121, 
34548419, 
34548426, 
34548427, 
34548428, 
34548429, 
34548430, 
34548431, 
34548432, 
34548433, 
34548434, 
34548435, 
34548436, 
34548467, 
34548479, 
34548480, 
34548483, 
34548486, 
34548488, 
34548489, 
34548490, 
34548494, 
34548496, 
34555853, 
34548288, 
34555904, 
34548396, 
34563743, 
34563844, 
34563845, 
34563849, 
34563850, 
34563852, 
34563883, 
34563918, 
34563919, 
34563928, 
34563930, 
34584598, 
34584599, 
34584600, 
34584604, 
34584605, 
34584606, 
34584608, 
34584609, 
34584610, 
34595565, 
34563887, 
34563888, 
34563892, 
34563893, 
34595578, 
34595617, 
34595784, 
34595790, 
34595887, 
34595888, 
34595889, 
34595890, 
34595891, 
34595892, 
34595893, 
34595894, 
34595911, 
34595912, 
34595913, 
34595915, 
34595926, 
34595937, 
34595964, 
34596001, 
34601018, 
34601267, 
34601268, 
34607351, 
34607401, 
34607403, 
34607404, 
34607333, 
34607643, 
34607644, 
34613712, 
34613714, 
34613716, Legacy nitrogen  TMDL compliance  cost  denitrifying bioreactor  nonpoint  regulatory compliance.       
34613740, G protein-coupled receptor  metadynamics  non-caloric sweetener  sweet taste receptor  synergy.       
